quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio,cd_ratio,cd_ratio_category,deposits_per_branch_crore,credit_per_branch_crore
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Rural,Commercial Branches,1,31.55,20.78,65.88,65.86,Moderate Deployment,31.55,20.78
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Rural,Specialized Credit Cells,1,38.66,33.91,87.72,87.71,Strained (High Credit Deployment),38.66,33.91
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Semi-Urban,Commercial Branches,2,124.1,95.29,76.79,76.78,Optimal Deployment,62.05,47.64
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,161.07,139.88,86.84,86.84,Strained (High Credit Deployment),161.07,139.88
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Urban,Commercial Branches,3,200.3,140.64,70.21,70.21,Moderate Deployment,66.77,46.88
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Urban,Specialized Credit Cells,2,372.42,309.64,83.14,83.14,Optimal Deployment,186.21,154.82
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Metropolitan,Commercial Branches,10,609.25,539.89,88.62,88.62,Strained (High Credit Deployment),60.92,53.99
FY2018-Q1,Southern,Tamil Nadu,Coimbatore,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7,574.08,532.94,92.83,92.83,Strained (High Credit Deployment),82.01,76.13
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Rural,Commercial Branches,5,366.12,276.59,75.55,75.55,Optimal Deployment,73.22,55.32
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Rural,Specialized Credit Cells,5,435.67,370.03,84.93,84.93,Optimal Deployment,87.13,74.01
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Semi-Urban,Commercial Branches,17,1424.66,1048.17,73.57,73.57,Moderate Deployment,83.8,61.66
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Semi-Urban,Specialized Credit Cells,24,940.1,571.64,60.81,60.81,Moderate Deployment,39.17,23.82
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Urban,Commercial Branches,30,1293.63,951.87,73.58,73.58,Moderate Deployment,43.12,31.73
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Urban,Specialized Credit Cells,24,1359.54,1021.26,75.12,75.12,Optimal Deployment,56.65,42.55
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Metropolitan,Commercial Branches,49,2719.06,2488.94,91.54,91.54,Strained (High Credit Deployment),55.49,50.79
FY2018-Q1,Southern,Tamil Nadu,Madurai,Public Sector Banks,Metropolitan,Specialized Credit Cells,58,3647.77,4204.96,100.31,115.27,Strained (High Credit Deployment),62.89,72.5
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Rural,Commercial Branches,6,344.79,289.89,84.08,84.08,Optimal Deployment,57.46,48.32
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Rural,Specialized Credit Cells,4,355.08,242.67,68.34,68.34,Moderate Deployment,88.77,60.67
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Semi-Urban,Commercial Branches,11,690.73,499.5,72.32,72.31,Moderate Deployment,62.79,45.41
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Semi-Urban,Specialized Credit Cells,13,806.87,557.98,69.15,69.15,Moderate Deployment,62.07,42.92
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Urban,Commercial Branches,10,1156.24,850.05,73.52,73.52,Moderate Deployment,115.62,85.0
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Urban,Specialized Credit Cells,15,1266.08,919.63,72.64,72.64,Moderate Deployment,84.41,61.31
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Metropolitan,Commercial Branches,43,3640.7,3267.24,89.74,89.74,Strained (High Credit Deployment),84.67,75.98
FY2018-Q1,Southern,Tamil Nadu,Madurai,Private Sector Banks,Metropolitan,Specialized Credit Cells,28,4165.1,4306.04,103.38,103.38,Strained (High Credit Deployment),148.75,153.79
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Rural,Commercial Branches,1,6.6,4.49,67.98,68.03,Moderate Deployment,6.6,4.49
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Rural,Specialized Credit Cells,1,5.34,3.99,74.69,74.72,Moderate Deployment,5.34,3.99
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Semi-Urban,Commercial Branches,1,13.98,9.74,69.64,69.67,Moderate Deployment,13.98,9.74
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,18.05,11.44,,63.38,Moderate Deployment,18.05,11.44
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Urban,Commercial Branches,3,602.43,507.96,84.32,84.32,Optimal Deployment,200.81,169.32
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Urban,Specialized Credit Cells,6,389.13,294.24,75.61,75.61,Optimal Deployment,64.86,49.04
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Metropolitan,Commercial Branches,12,1340.7,1286.93,95.99,95.99,Strained (High Credit Deployment),111.72,107.24
FY2018-Q1,Southern,Tamil Nadu,Madurai,Foreign Banks,Metropolitan,Specialized Credit Cells,12,805.82,731.03,90.72,90.72,Strained (High Credit Deployment),67.15,60.92
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Rural,Commercial Branches,1,63.05,47.74,75.71,75.72,Optimal Deployment,63.05,47.74
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Rural,Specialized Credit Cells,1,68.89,49.76,72.24,72.23,Moderate Deployment,68.89,49.76
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Semi-Urban,Commercial Branches,1,121.37,91.8,75.63,75.64,Optimal Deployment,121.37,91.8
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,170.26,111.54,65.51,65.51,Moderate Deployment,170.26,111.54
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Urban,Commercial Branches,4,163.99,128.81,78.55,78.55,Optimal Deployment,41.0,32.2
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Urban,Specialized Credit Cells,3,255.39,155.89,61.04,61.04,Moderate Deployment,85.13,51.96
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Metropolitan,Commercial Branches,8,366.22,311.13,84.96,84.96,Optimal Deployment,45.78,38.89
FY2018-Q1,Southern,Tamil Nadu,Madurai,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8,186.24,159.59,85.69,85.69,Strained (High Credit Deployment),23.28,19.95
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Rural,Commercial Branches,6,362.59,248.61,68.57,68.57,Moderate Deployment,60.43,41.44
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Rural,Specialized Credit Cells,6,456.47,324.67,71.13,71.13,Moderate Deployment,76.08,54.11
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Semi-Urban,Commercial Branches,16,1057.17,735.11,69.54,69.54,Moderate Deployment,66.07,45.94
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Semi-Urban,Specialized Credit Cells,14,1006.39,853.41,84.8,84.8,Optimal Deployment,71.89,60.96
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Urban,Commercial Branches,26,1369.39,911.92,66.59,66.59,Moderate Deployment,52.67,35.07
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Urban,Specialized Credit Cells,28,678.44,514.3,75.81,75.81,Optimal Deployment,24.23,18.37
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Metropolitan,Commercial Branches,67,4066.79,3771.48,92.74,92.74,Strained (High Credit Deployment),60.7,56.29
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Public Sector Banks,Metropolitan,Specialized Credit Cells,36,3626.41,3171.64,87.46,87.46,Strained (High Credit Deployment),100.73,88.1
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Rural,Commercial Branches,4,392.01,299.14,76.31,76.31,Optimal Deployment,98.0,74.78
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Rural,Specialized Credit Cells,3,321.99,265.47,82.45,82.45,Optimal Deployment,107.33,88.49
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Semi-Urban,Commercial Branches,14,597.17,500.86,83.87,83.87,Optimal Deployment,42.65,35.78
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Semi-Urban,Specialized Credit Cells,11,484.29,349.51,72.17,72.17,Moderate Deployment,44.03,31.77
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Urban,Commercial Branches,15,2217.5,1862.43,83.99,83.99,Optimal Deployment,147.83,124.16
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Urban,Specialized Credit Cells,19,1350.1,921.29,68.24,68.24,Moderate Deployment,71.06,48.49
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Metropolitan,Commercial Branches,32,3771.0,3379.67,89.62,89.62,Strained (High Credit Deployment),117.84,105.61
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Private Sector Banks,Metropolitan,Specialized Credit Cells,64,4690.34,3898.77,83.12,83.12,Optimal Deployment,73.29,60.92
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Rural,Commercial Branches,1,5.0,4.1,82.04,82.0,Optimal Deployment,5.0,4.1
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Rural,Specialized Credit Cells,1,6.92,5.16,74.64,74.57,Moderate Deployment,6.92,5.16
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Semi-Urban,Commercial Branches,1,22.77,17.31,76.0,76.02,Optimal Deployment,22.77,17.31
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,10.32,8.51,82.49,82.46,Optimal Deployment,10.32,8.51
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Urban,Commercial Branches,6,444.79,341.01,76.67,76.67,Optimal Deployment,74.13,56.84
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Urban,Specialized Credit Cells,11,537.55,432.23,80.41,80.41,Optimal Deployment,48.87,39.29
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Metropolitan,Commercial Branches,13,1244.09,1211.34,97.37,97.37,Strained (High Credit Deployment),95.7,93.18
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Foreign Banks,Metropolitan,Specialized Credit Cells,15,330.27,304.78,92.28,92.28,Strained (High Credit Deployment),22.02,20.32
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Rural,Commercial Branches,1,36.65,29.53,80.58,80.57,Optimal Deployment,36.65,29.53
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Rural,Specialized Credit Cells,1,59.54,42.98,72.19,72.19,Moderate Deployment,59.54,42.98
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Semi-Urban,Commercial Branches,2,124.84,96.88,77.6,77.6,Optimal Deployment,62.42,48.44
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,105.64,83.19,78.75,78.75,Optimal Deployment,52.82,41.6
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Urban,Commercial Branches,2,150.31,113.92,75.79,75.79,Optimal Deployment,75.16,56.96
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Urban,Specialized Credit Cells,2,238.21,184.08,77.28,77.28,Optimal Deployment,119.1,92.04
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Metropolitan,Commercial Branches,6,508.76,484.87,95.3,95.3,Strained (High Credit Deployment),84.79,80.81
FY2018-Q1,Southern,Tamil Nadu,Tiruchirappalli,Regional Rural Banks,Metropolitan,Specialized Credit Cells,4,471.51,444.09,94.18,94.18,Strained (High Credit Deployment),117.88,111.02
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Rural,Commercial Branches,5,394.26,351.98,89.28,89.28,Strained (High Credit Deployment),78.85,70.4
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Rural,Specialized Credit Cells,3,419.8,326.92,77.87,77.88,Optimal Deployment,139.93,108.97
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Semi-Urban,Commercial Branches,11,1018.08,809.81,79.54,79.54,Optimal Deployment,92.55,73.62
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Semi-Urban,Specialized Credit Cells,20,1096.78,890.96,81.23,81.23,Optimal Deployment,54.84,44.55
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Urban,Commercial Branches,30,1615.84,1235.1,76.44,76.44,Optimal Deployment,53.86,41.17
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Urban,Specialized Credit Cells,26,1058.88,779.75,73.64,73.64,Moderate Deployment,40.73,29.99
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Metropolitan,Commercial Branches,72,4026.34,3498.76,86.9,86.9,Strained (High Credit Deployment),55.92,48.59
FY2018-Q1,Southern,Tamil Nadu,Salem,Public Sector Banks,Metropolitan,Specialized Credit Cells,54,4752.42,4328.97,91.09,91.09,Strained (High Credit Deployment),88.01,80.17
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Rural,Commercial Branches,2,416.95,343.33,82.34,82.34,Optimal Deployment,208.48,171.66
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Rural,Specialized Credit Cells,4,245.11,191.18,78.0,78.0,Optimal Deployment,61.28,47.8
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Semi-Urban,Commercial Branches,9,884.96,749.7,84.72,84.72,Optimal Deployment,98.33,83.3
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7,630.35,490.7,77.85,77.85,Optimal Deployment,90.05,70.1
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Urban,Commercial Branches,26,1499.13,1142.89,76.24,76.24,Optimal Deployment,57.66,43.96
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Urban,Specialized Credit Cells,19,1438.7,909.32,63.2,63.2,Moderate Deployment,75.72,47.86
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Metropolitan,Commercial Branches,39,3733.34,5823.76,105.85,155.99,Strained (High Credit Deployment),95.73,149.33
FY2018-Q1,Southern,Tamil Nadu,Salem,Private Sector Banks,Metropolitan,Specialized Credit Cells,32,3560.18,3639.18,102.22,102.22,Strained (High Credit Deployment),111.26,113.72
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Rural,Commercial Branches,1,5.01,3.98,79.5,79.44,Optimal Deployment,5.01,3.98
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Rural,Specialized Credit Cells,1,7.97,5.66,71.03,71.02,Moderate Deployment,7.97,5.66
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Semi-Urban,Commercial Branches,1,17.24,12.98,75.27,75.29,Optimal Deployment,17.24,12.98
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,12.12,8.23,67.91,67.9,Moderate Deployment,12.12,8.23
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Urban,Commercial Branches,5,339.37,268.54,79.13,79.13,Optimal Deployment,67.87,53.71
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Urban,Specialized Credit Cells,4,485.29,373.71,77.01,77.01,Optimal Deployment,121.32,93.43
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Metropolitan,Commercial Branches,13,273.01,254.09,93.07,93.07,Strained (High Credit Deployment),21.0,19.55
FY2018-Q1,Southern,Tamil Nadu,Salem,Foreign Banks,Metropolitan,Specialized Credit Cells,13,731.25,687.19,93.97,93.97,Strained (High Credit Deployment),56.25,52.86
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Rural,Commercial Branches,1,70.05,51.35,73.31,73.3,Moderate Deployment,70.05,51.35
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Rural,Specialized Credit Cells,1,51.66,45.59,88.25,88.25,Strained (High Credit Deployment),51.66,45.59
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Semi-Urban,Commercial Branches,2,117.95,89.77,76.11,76.11,Optimal Deployment,58.98,44.88
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2,75.67,63.43,83.82,83.82,Optimal Deployment,37.84,31.72
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Urban,Commercial Branches,2,290.53,212.13,73.01,73.01,Moderate Deployment,145.26,106.06
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Urban,Specialized Credit Cells,2,95.32,75.14,78.83,78.83,Optimal Deployment,47.66,37.57
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Metropolitan,Commercial Branches,1,151.12,138.25,91.48,91.48,Strained (High Credit Deployment),151.12,138.25
FY2018-Q1,Southern,Tamil Nadu,Salem,Regional Rural Banks,Metropolitan,Specialized Credit Cells,3,299.87,254.79,84.97,84.97,Optimal Deployment,99.96,84.93
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Rural,Commercial Branches,4,412.96,291.92,70.69,70.69,Moderate Deployment,103.24,72.98
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Rural,Specialized Credit Cells,3,396.73,332.54,83.82,83.82,Optimal Deployment,132.24,110.85
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Semi-Urban,Commercial Branches,18,562.75,393.39,69.9,69.9,Moderate Deployment,31.26,21.86
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Semi-Urban,Specialized Credit Cells,12,503.64,387.59,76.96,76.96,Optimal Deployment,41.97,32.3
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Urban,Commercial Branches,30,1668.33,1070.88,64.19,64.19,Moderate Deployment,55.61,35.7
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Urban,Specialized Credit Cells,33,1125.24,883.55,78.52,78.52,Optimal Deployment,34.1,26.77
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Metropolitan,Commercial Branches,54,2009.34,1632.42,81.24,81.24,Optimal Deployment,37.21,30.23
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Public Sector Banks,Metropolitan,Specialized Credit Cells,45,2945.51,2500.61,84.9,84.9,Optimal Deployment,65.46,55.57
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Rural,Commercial Branches,7,261.61,203.05,77.62,77.62,Optimal Deployment,37.37,29.01
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Rural,Specialized Credit Cells,6,187.09,147.66,78.93,78.92,Optimal Deployment,31.18,24.61
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Semi-Urban,Commercial Branches,11,617.23,449.53,72.83,72.83,Moderate Deployment,56.11,40.87
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Semi-Urban,Specialized Credit Cells,8,455.11,335.03,73.61,73.62,Moderate Deployment,56.89,41.88
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Urban,Commercial Branches,22,911.1,675.47,74.14,74.14,Moderate Deployment,41.41,30.7
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Urban,Specialized Credit Cells,14,1733.48,1174.77,67.77,67.77,Moderate Deployment,123.82,83.91
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Metropolitan,Commercial Branches,46,3642.5,3249.92,,89.22,Strained (High Credit Deployment),79.18,70.65
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Private Sector Banks,Metropolitan,Specialized Credit Cells,32,2246.69,2133.5,94.96,94.96,Strained (High Credit Deployment),70.21,66.67
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Rural,Commercial Branches,1,5.52,4.15,75.09,75.18,Optimal Deployment,5.52,4.15
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Rural,Specialized Credit Cells,1,5.0,3.74,74.83,74.8,Moderate Deployment,5.0,3.74
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Semi-Urban,Commercial Branches,1,13.72,10.25,74.71,74.71,Moderate Deployment,13.72,10.25
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Semi-Urban,Specialized Credit Cells,1,15.16,13.03,85.92,85.95,Strained (High Credit Deployment),15.16,13.03
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Urban,Commercial Branches,9,244.26,187.95,76.95,76.95,Optimal Deployment,27.14,20.88
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Urban,Specialized Credit Cells,5,335.9,279.31,83.15,83.15,Optimal Deployment,67.18,55.86
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Metropolitan,Commercial Branches,4,458.58,416.49,90.82,90.82,Strained (High Credit Deployment),114.64,104.12
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Foreign Banks,Metropolitan,Specialized Credit Cells,13,881.55,839.39,95.22,95.22,Strained (High Credit Deployment),67.81,64.57
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Rural,Commercial Branches,1,52.29,42.41,81.1,81.11,Optimal Deployment,52.29,42.41
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Rural,Specialized Credit Cells,1,43.71,35.85,82.01,82.02,Optimal Deployment,43.71,35.85
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Semi-Urban,Commercial Branches,1,125.11,97.93,78.28,78.28,Optimal Deployment,125.11,97.93
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1,168.75,120.08,70.34,71.16,Moderate Deployment,168.75,120.08
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Urban,Commercial Branches,3,313.31,211.67,67.56,67.56,Moderate Deployment,104.44,70.56
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Urban,Specialized Credit Cells,2,120.37,93.06,77.31,77.31,Optimal Deployment,60.18,46.53
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Metropolitan,Commercial Branches,6,234.14,214.12,91.45,91.45,Strained (High Credit Deployment),39.02,35.69
FY2018-Q1,Southern,Tamil Nadu,Tirunelveli,Regional Rural Banks,Metropolitan,Specialized Credit Cells,12,586.74,537.71,91.64,91.64,Strained (High Credit Deployment),48.9,44.81
