quarter,region,state_name,district_name,bank_group,population_group,branch_category,number_of_offices,total_deposits_crore,total_credit_crore,reported_cd_ratio
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Private Sector Banks,Metropolitan,Specialized Credit Cells,54.0,"2,553.71",2481.15,97.16
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Rural,Commercial Branches,1.0,,6.15,71.57
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Rural,Specialized Credit Cells,1.0,6.1,4.23,69.32
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Semi-Urban,Commercial Branches,1.0,10.33,8.63,83.52
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,14.66,11.22,76.55
FY2019-Q2,Eastern,WEST BENGAL ,North 24 Parganas,Foreign Banks,Urban,Commercial Branches,8.0,341.8,297.41,87.01
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Urban,Specialized Credit Cells,5.0,566.94,405.02,71.44
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Metropolitan,Commercial Branches,12.0,874.65,859.77,
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Foreign Banks,Metropolitan,Specialized Credit Cells,14.0,943.55,849.09,89.99
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Rural,Commercial Branches,1.0,56.22,39.11,69.57
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,61.61,46.65,75.71
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,136.89,120.97,88.37
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,126.91,95.9,75.56
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Urban,Commercial Branches,4.0,240.54,189.77,78.89
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,257.0,188.44,73.32
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Metropolitan,Commercial Branches,10.0,348.29,306.32,87.95
FY2019-Q2,Eastern,West Bengal,North 24 Parganas,Regional Rural Banks,Metropolitan,Specialized Credit Cells,9.0,413.5,359.24,86.88
FY2019-Q2,Eastern,WEST BENGAL ,South 24 Parganas,Public Sector Banks,Rural,Commercial Branches,7.0,365.74,293.91,80.36
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Rural,Specialized Credit Cells,3.0,456.3,339.78,74.46
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Semi-Urban,Commercial Branches,17.0,1281.69,1057.96,82.54
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Semi-Urban,Specialized Credit Cells,23.0,1083.03,924.78,
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Urban,Commercial Branches,41.0,1629.92,1123.61,68.94
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Urban,Specialized Credit Cells,24.0,1186.87,933.56,78.66
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Metropolitan,Commercial Branches,31.0,"4,109.40",3636.0,88.48
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Public Sector Banks,Metropolitan,Specialized Credit Cells,58.0,4047.48,3877.65,95.8
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Rural,Commercial Branches,6.0,240.27,183.26,76.27
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Rural,Specialized Credit Cells,3.0,414.71,328.0,79.09
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Semi-Urban,Commercial Branches,7.0,775.65,593.35,76.5
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Semi-Urban,Specialized Credit Cells,6.0,548.51,408.28,74.43
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Urban,Commercial Branches,24.0,407.71,306.95,75.29
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Urban,Specialized Credit Cells,19.0,"1,698.86",1387.31,81.66
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Private Sector Banks,Metropolitan,Commercial Branches,18.0,2999.7,2911.64,97.06
FY2019-Q2,Eastern,WEST BENGAL ,South 24 Parganas,Private Sector Banks,Metropolitan,Specialized Credit Cells,46.0,"3,186.68",3277.5,102.85
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Rural,Commercial Branches,1.0,8.5,6.99,82.19
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Rural,Specialized Credit Cells,1.0,12.33,8.27,67.04
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Semi-Urban,Commercial Branches,1.0,20.21,15.44,76.38
FY2019-Q2,Eastern,  west bengal,South 24 Parganas,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,20.84,16.94,
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Urban,Commercial Branches,6.0,490.04,357.73,73.0
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Urban,Specialized Credit Cells,5.0,969.44,710.41,73.28
FY2019-Q2,Eastern,WEST BENGAL ,South 24 Parganas,Foreign Banks,Metropolitan,Commercial Branches,18.0,962.34,937.28,97.4
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Foreign Banks,Metropolitan,Specialized Credit Cells,21.0,1485.98,1462.61,98.43
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Rural,Commercial Branches,1.0,88.6,60.31,68.07
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,53.07,38.7,72.92
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,115.53,72.62,62.86
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,177.16,144.61,81.62
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Urban,Commercial Branches,2.0,,239.5,70.35
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,178.29,170.64,95.71
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Metropolitan,Commercial Branches,8.0,580.26,556.65,95.93
FY2019-Q2,Eastern,West Bengal,South 24 Parganas,Regional Rural Banks,Metropolitan,Specialized Credit Cells,8.0,266.57,250.73,94.06
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Rural,Commercial Branches,8.0,434.21,308.4,71.03
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Rural,Specialized Credit Cells,5.0,266.96,194.0,72.67
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Semi-Urban,Commercial Branches,4.0,810.69,603.53,74.45
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,118.84,92.75,78.05
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Urban,Commercial Branches,33.0,1814.23,1389.17,76.57
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Urban,Specialized Credit Cells,26.0,2697.96,2193.42,81.3
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Metropolitan,Commercial Branches,36.0,4532.48,4274.39,94.31
FY2019-Q2,Eastern,West Bengal,Hooghly,Public Sector Banks,Metropolitan,Specialized Credit Cells,58.0,4636.15,4161.27,89.76
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Rural,Commercial Branches,6.0,376.74,292.52,77.64
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Rural,Specialized Credit Cells,4.0,414.59,331.96,80.07
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Semi-Urban,Commercial Branches,13.0,725.7,556.76,76.72
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Semi-Urban,Specialized Credit Cells,10.0,374.74,278.2,74.24
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Urban,Commercial Branches,21.0,"1,373.57",1014.56,73.86
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Urban,Specialized Credit Cells,22.0,1044.26,841.68,80.6
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Metropolitan,Commercial Branches,50.0,,4014.92,97.67
FY2019-Q2,Eastern,West Bengal,Hooghly,Private Sector Banks,Metropolitan,Specialized Credit Cells,54.0,"3,615.88",3199.92,88.5
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Rural,Commercial Branches,1.0,8.34,6.08,72.84
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Rural,Specialized Credit Cells,1.0,7.37,5.26,71.4
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Semi-Urban,Commercial Branches,1.0,7.93,6.22,78.49
FY2019-Q2,Eastern,  west bengal,Hooghly,Foreign Banks,Semi-Urban,Specialized Credit Cells,,22.61,18.71,82.77
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Urban,Commercial Branches,4.0,545.71,398.28,72.98
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Urban,Specialized Credit Cells,3.0,834.53,731.84,87.7
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Metropolitan,Commercial Branches,14.0,632.86,574.35,90.75
FY2019-Q2,Eastern,West Bengal,Hooghly,Foreign Banks,Metropolitan,Specialized Credit Cells,6.0,1501.46,1549.45,103.2
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Rural,Commercial Branches,,55.2,45.37,82.2
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,79.71,68.15,85.49
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,161.29,120.28,74.57
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,101.66,80.92,79.6
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Urban,Commercial Branches,4.0,259.69,221.2,85.18
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Urban,Specialized Credit Cells,3.0,282.88,235.69,83.32
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Metropolitan,Commercial Branches,10.0,460.81,381.31,82.75
FY2019-Q2,Eastern,West Bengal,Hooghly,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6.0,495.17,476.62,96.25
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Rural,Commercial Branches,5.0,409.75,304.86,74.4
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Rural,Specialized Credit Cells,7.0,571.56,482.94,84.5
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,711.11,619.33,87.09
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Semi-Urban,Specialized Credit Cells,9.0,905.17,657.83,72.68
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Urban,Commercial Branches,19.0,1718.14,1262.94,73.51
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Urban,Specialized Credit Cells,26.0,1914.37,1405.5,73.42
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Metropolitan,Commercial Branches,36.0,3596.64,3574.38,99.38
FY2019-Q2,Eastern,West Bengal,Darjeeling,Public Sector Banks,Metropolitan,Specialized Credit Cells,63.0,5449.01,5105.12,93.69
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Rural,Commercial Branches,6.0,344.98,280.43,81.29
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Rural,Specialized Credit Cells,3.0,287.92,223.02,77.46
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Semi-Urban,Commercial Branches,12.0,991.07,743.67,75.04
FY2019-Q2,Eastern,WEST BENGAL ,Darjeeling,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7.0,594.07,529.7,89.16
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Urban,Commercial Branches,19.0,1732.87,1304.4,75.27
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Urban,Specialized Credit Cells,29.0,1290.7,944.65,73.19
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Metropolitan,Commercial Branches,54.0,5193.87,4946.71,95.24
FY2019-Q2,Eastern,West Bengal,Darjeeling,Private Sector Banks,Metropolitan,Specialized Credit Cells,54.0,2760.09,2543.26,92.14
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Rural,Commercial Branches,1.0,9.38,8.08,86.09
FY2019-Q2,Eastern,WEST BENGAL ,Darjeeling,Foreign Banks,Rural,Specialized Credit Cells,1.0,8.8,6.68,75.89
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Semi-Urban,Commercial Branches,1.0,22.21,17.61,79.3
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,16.71,11.08,66.31
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Urban,Commercial Branches,6.0,287.95,230.1,79.91
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Urban,Specialized Credit Cells,7.0,375.82,275.71,73.36
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Metropolitan,Commercial Branches,9.0,1463.05,1276.85,87.27
FY2019-Q2,Eastern,West Bengal,Darjeeling,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,818.96,778.51,95.06
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Rural,Commercial Branches,1.0,68.28,49.26,72.15
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,90.6,70.58,77.91
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Semi-Urban,Commercial Branches,1.0,106.36,83.07,78.1
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,158.94,124.98,78.63
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Urban,Commercial Branches,4.0,204.46,166.36,81.36
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Urban,Specialized Credit Cells,5.0,201.28,142.55,70.82
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Metropolitan,Commercial Branches,7.0,490.62,488.94,99.66
FY2019-Q2,Eastern,West Bengal,Darjeeling,Regional Rural Banks,Metropolitan,Specialized Credit Cells,6.0,520.66,494.74,95.02
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Rural,Commercial Branches,7.0,386.24,298.66,77.33
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Rural,Specialized Credit Cells,4.0,514.18,409.76,79.69
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Semi-Urban,Commercial Branches,18.0,1170.61,831.72,71.05
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Semi-Urban,Specialized Credit Cells,15.0,502.68,406.71,80.91
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Urban,Commercial Branches,28.0,1277.59,869.42,68.05
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Urban,Specialized Credit Cells,28.0,1695.72,1247.47,73.57
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Metropolitan,Commercial Branches,58.0,3312.65,3166.57,95.59
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Public Sector Banks,Metropolitan,Specialized Credit Cells,54.0,6100.64,6156.86,100.92
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Rural,Commercial Branches,6.0,367.55,277.61,
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Rural,Specialized Credit Cells,4.0,232.05,180.67,77.86
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Semi-Urban,Commercial Branches,9.0,850.42,676.19,79.51
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Semi-Urban,Specialized Credit Cells,9.0,688.95,488.58,70.92
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Urban,Commercial Branches,21.0,"1,342.87",957.59,71.31
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Urban,Specialized Credit Cells,24.0,1489.69,1048.89,70.41
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Metropolitan,Commercial Branches,72.0,2910.47,3110.57,106.88
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Private Sector Banks,Metropolitan,Specialized Credit Cells,64.0,3723.51,3293.17,88.44
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Rural,Commercial Branches,1.0,5.93,4.44,74.89
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.34,4.14,77.47
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Semi-Urban,Commercial Branches,1.0,21.79,17.25,79.16
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,28.1,24.72,87.96
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Urban,Commercial Branches,4.0,537.36,366.83,68.26
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Urban,Specialized Credit Cells,7.0,376.17,316.65,84.18
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Metropolitan,Commercial Branches,4.0,1149.99,1025.87,89.21
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Foreign Banks,Metropolitan,Specialized Credit Cells,15.0,1456.59,1395.93,95.84
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Rural,Commercial Branches,1.0,77.03,56.21,72.97
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,28.96,21.8,75.26
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,135.96,109.28,80.37
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,1.0,136.02,96.28,70.78
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Urban,Commercial Branches,4.0,270.87,185.83,68.61
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,272.43,210.41,77.23
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Metropolitan,Commercial Branches,8.0,781.44,703.89,90.08
FY2019-Q2,Eastern,West Bengal,Paschim Bardhaman,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7.0,641.52,563.42,87.83
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Rural,Commercial Branches,4.0,433.9,307.24,70.81
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Rural,Specialized Credit Cells,6.0,285.59,205.86,72.08
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,863.36,602.38,69.77
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Semi-Urban,Specialized Credit Cells,13.0,1304.48,1025.0,78.58
FY2019-Q2,Southern,TELANGANA ,Hyderabad,Public Sector Banks,Urban,Commercial Branches,13.0,2047.48,1626.21,79.43
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Urban,Specialized Credit Cells,24.0,2213.27,1723.61,77.88
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Metropolitan,Commercial Branches,54.0,3580.55,3511.2,98.06
FY2019-Q2,Southern,Telangana,Hyderabad,Public Sector Banks,Metropolitan,Specialized Credit Cells,45.0,2865.19,2639.29,92.12
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Rural,Commercial Branches,6.0,347.49,278.64,80.19
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Rural,Specialized Credit Cells,4.0,99.11,83.38,84.13
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Semi-Urban,Commercial Branches,7.0,1795.06,1373.19,76.5
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Semi-Urban,Specialized Credit Cells,7.0,1009.97,731.2,72.4
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Urban,Commercial Branches,22.0,1520.95,1110.26,73.0
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Urban,Specialized Credit Cells,15.0,1713.28,1418.42,82.79
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Metropolitan,Commercial Branches,50.0,1768.09,1529.36,86.5
FY2019-Q2,Southern,Telangana,Hyderabad,Private Sector Banks,Metropolitan,Specialized Credit Cells,21.0,1333.75,1192.52,89.41
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Rural,Commercial Branches,1.0,9.13,7.12,77.96
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Rural,Specialized Credit Cells,1.0,5.99,4.49,74.97
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Semi-Urban,Commercial Branches,1.0,20.43,14.96,73.24
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Semi-Urban,Specialized Credit Cells,1.0,12.78,,74.32
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Urban,Commercial Branches,11.0,555.66,455.57,81.99
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Urban,Specialized Credit Cells,8.0,302.51,252.62,83.51
FY2019-Q2,Southern,TELANGANA ,Hyderabad,Foreign Banks,Metropolitan,Commercial Branches,13.0,911.3,890.68,97.74
FY2019-Q2,Southern,Telangana,Hyderabad,Foreign Banks,Metropolitan,Specialized Credit Cells,20.0,1397.94,1222.71,87.47
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Rural,Commercial Branches,1.0,74.55,56.43,75.7
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Rural,Specialized Credit Cells,1.0,23.94,274.5,76.45
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Semi-Urban,Commercial Branches,2.0,85.25,62.43,73.23
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Semi-Urban,Specialized Credit Cells,2.0,158.8,116.47,73.34
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Urban,Commercial Branches,4.0,349.03,309.81,
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Urban,Specialized Credit Cells,4.0,427.22,343.55,80.41
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Metropolitan,Commercial Branches,,369.47,325.39,88.07
FY2019-Q2,Southern,Telangana,Hyderabad,Regional Rural Banks,Metropolitan,Specialized Credit Cells,7.0,570.35,491.79,86.23
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Rural,Commercial Branches,6.0,374.73,320.82,85.61
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Rural,Specialized Credit Cells,4.0,506.83,366.52,72.32
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Semi-Urban,Commercial Branches,12.0,830.9,540.14,65.01
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Semi-Urban,Specialized Credit Cells,17.0,1417.82,919.37,64.84
FY2019-Q2,Southern,TELANGANA ,Ranga Reddy,Public Sector Banks,Urban,Commercial Branches,28.0,1672.13,-1512.06,90.43
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Urban,Specialized Credit Cells,33.0,2617.33,1988.87,75.99
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Metropolitan,Commercial Branches,58.0,3205.95,2836.57,88.48
FY2019-Q2,Southern,Telangana,Ranga Reddy,Public Sector Banks,Metropolitan,Specialized Credit Cells,36.0,2746.71,2562.99,93.31
